Year,Country,Link,Voted For,Juror A,Juror B,Juror C,Juror D,Juror E,Jury,Televoting,Jury points,Televoting points,Jury rank,Televoting rank
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,France,3,2,3,1,1,12 points 1st,10 points 2nd,12,10,1,2
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Georgia,19,22,16,14,21,21st,22nd,0,0,21,22
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Germany,22,6,7,12,4,2 points 9th,2 points 9th,2,2,9,9
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Greece,18,25,23,10,15,19th,21st,0,0,19,21
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Ireland,8,10,5,4,3,7 points 4th,3 points 8th,7,3,4,8
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Israel,23,26,24,23,16,25th,8 points 3rd,0,8,25,3
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Italy,2,13,18,16,12,11th,16th,0,0,11,16
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Latvia,14,16,25,26,25,22nd,12th,0,0,22,12
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Lithuania,17,12,14,17,20,18th,4 points 7th,0,4,18,7
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Luxembourg,10,18,8,8,11,13th,20th,0,0,13,20
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Norway,5,19,17,13,18,14th,11th,0,0,14,11
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Portugal,4,15,11,5,6,4 points 7th,24th,4,0,7,24
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Serbia,21,23,19,15,22,23rd,23rd,0,0,23,23
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Slovenia,15,21,21,22,23,24th,25th,0,0,24,25
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Spain,16,17,15,18,19,20th,19th,0,0,20,19
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Sweden,13,5,12,9,7,1 point 10th,7 points 4th,1,7,10,4
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Switzerland,9,14,10,2,2,6 points 5th,6 points 5th,6,6,5,5
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,Ukraine,20,4,6,7,8,3 points 8th,5 points 6th,3,5,8,6
2024,Iceland,https://eurovision.tv/event/malmo-2024/grand-final/results/iceland,United Kingdom,12,3,9,3,5,8 points 3rd,18th,8,0,3,18
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Armenia,12,21,20,22,21,24th,11th,0,0,24,11
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Austria,19,3,10,17,20,11th,15th,0,0,11,15
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Croatia,2,17,1,16,10,7 points 4th,12 points 1st,7,12,4,1
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Cyprus,16,10,4,18,22,14th,16th,0,0,14,16
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Estonia,22,24,24,23,8,22nd,12th,0,0,22,12
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Finland,21,16,25,25,25,25th,3 points 8th,0,3,25,8
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,France,6,4,17,7,14,3 points 8th,4 points 7th,3,4,8,7
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Georgia,15,15,19,21,13,23rd,22nd,0,0,23,22
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Germany,23,7,6,1,6,6 points 5th,18th,6,0,5,18
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Greece,18,20,22,10,16,21st,13th,0,0,21,13
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Israel,24,25,18,5,23,16th,10 points 2nd,0,10,16,2
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Italy,17,18,7,24,12,17th,1 point 10th,0,1,17,10
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Latvia,25,19,13,12,15,20th,5 points 6th,0,5,20,6
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Lithuania,13,12,11,20,5,13th,7 points 4th,0,7,13,4
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Luxembourg,4,11,2,11,4,8 points 3rd,17th,8,0,3,17
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Norway,9,14,23,13,17,19th,20th,0,0,19,20
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Portugal,5,5,14,9,3,5 points 6th,19th,5,0,6,19
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Serbia,10,22,15,3,18,1 point 10th,23rd,1,0,10,23
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Slovenia,11,23,21,4,24,15th,24th,0,0,15,24
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Spain,20,13,16,19,7,18th,2 points 9th,0,2,18,9
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Sweden,3,2,3,2,9,10 points 2nd,21st,10,0,2,21
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Switzerland,1,1,5,15,1,12 points 1st,6 points 5th,12,6,1,5
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,Ukraine,7,9,9,8,11,2 points 9th,8 points 3rd,2,8,9,3
2024,Ireland,https://eurovision.tv/event/malmo-2024/grand-final/results/ireland,United Kingdom,14,6,12,6,2,4 points 7th,14th,4,0,7,14
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Armenia,23,19,18,11,14,20th,6 points 5th,0,6,20,5
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Austria,4,9,5,5,4,7 points 4th,3 points 8th,7,3,4,8
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Croatia,1,18,23,7,6,4 points 7th,5 points 6th,4,5,7,6
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Cyprus,8,12,10,9,18,11th,1 point 10th,0,1,11,10
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Estonia,20,24,8,23,24,19th,12th,0,0,19,12
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Finland,22,23,22,14,10,21st,14th,0,0,21,14
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,France,12,5,9,19,23,1 point 10th,2 points 9th,1,2,10,9
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Georgia,18,8,3,8,16,2 points 9th,4 points 7th,2,4,9,7
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Germany,3,2,2,3,5,10 points 2nd,8 points 3rd,10,8,2,3
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Greece,24,17,21,13,12,22nd,21st,0,0,22,21
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Ireland,21,14,24,12,13,17th,19th,0,0,17,19
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Italy,6,6,7,10,2,6 points 5th,7 points 4th,6,7,5,4
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Latvia,10,11,13,21,17,15th,13th,0,0,15,13
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Lithuania,11,15,15,22,20,18th,17th,0,0,18,17
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Luxembourg,5,1,1,2,1,12 points 1st,12 points 1st,12,12,1,1
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Norway,25,20,20,25,25,25th,18th,0,0,25,18
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Portugal,15,4,14,4,19,3 points 8th,23rd,3,0,8,23
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Serbia,16,13,16,20,22,23rd,20th,0,0,23,20
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Slovenia,17,22,25,24,21,24th,22nd,0,0,24,22
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Spain,13,25,6,15,15,13th,15th,0,0,13,15
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Sweden,9,10,17,17,11,12th,16th,0,0,12,16
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Switzerland,7,3,12,6,7,5 points 6th,11th,5,0,6,11
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,Ukraine,2,7,4,1,3,8 points 3rd,10 points 2nd,8,10,3,2
2024,Israel,https://eurovision.tv/event/malmo-2024/grand-final/results/israel,United Kingdom,19,21,11,16,8,14th,24th,0,0,14,24
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Armenia,6,5,8,21,11,3 points 9th,4 points 7th,3,4,9,7
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Austria,3,8,10,19,6,5 points 7th,15th,5,0,7,15
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Croatia,4,2,12,6,4,8 points 4th,8 points 3rd,8,8,4,3
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Cyprus,17,21,21,18,18,23rd,16th,0,0,23,16
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Estonia,9,11,6,22,5,2 points 10th,12th,2,0,10,12
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Finland,16,14,23,20,14,21st,11th,0,0,21,11
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,France,10,10,11,12,7,1 point 11th,6 points 5th,1,6,11,5
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Georgia,20,23,9,7,12,13th,5 points 6th,0,5,13,6
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Germany,12,4,14,4,20,4 points 8th,14th,4,0,8,14
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Greece,8,9,24,15,13,14th,2 points 9th,0,2,14,9
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Ireland,2,7,4,13,3,10 points 3rd,3 points 8th,10,3,3,8
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Israel,23,25,25,11,25,22nd,12 points 1st,0,12,22,1
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Latvia,13,19,13,14,23,19th,18th,0,0,19,18
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Lithuania,22,20,17,16,22,24th,13th,0,0,24,13
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Luxembourg,14,16,16,17,16,20th,19th,0,0,20,19
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Norway,25,18,7,24,24,16th,20th,0,0,16,20
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Portugal,19,15,19,9,17,15th,24th,0,0,15,24
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Serbia,24,22,18,23,8,17th,17th,0,0,17,17
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Slovenia,21,24,20,25,19,25th,22nd,0,0,25,22
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Spain,7,6,2,3,10,7 points 5th,1 point 10th,7,1,5,10
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Sweden,5,12,5,2,9,6 points 6th,21st,6,0,6,21
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Switzerland,1,1,1,1,1,12 points 1st,7 points 4th,12,7,1,4
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,Ukraine,18,13,15,5,15,12th,10 points 2nd,0,10,12,2
2024,Italy,https://eurovision.tv/event/malmo-2024/grand-final/results/italy,United Kingdom,15,17,22,10,21,18th,23rd,0,0,18,23
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Armenia,6,3,3,10,4,7 points 4th,2 points 9th,7,2,4,9
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Austria,21,20,22,14,21,21st,15th,0,0,21,15
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Croatia,8,5,11,2,15,6 points 5th,5 points 6th,6,5,5,6
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Cyprus,22,21,25,20,23,25th,19th,0,0,25,19
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Estonia,10,7,12,15,8,12th,12 points 1st,0,12,12,1
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Finland,17,16,17,21,19,19th,1 point 10th,0,1,19,10
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,France,2,2,4,6,2,10 points 2nd,6 points 5th,10,6,2,5
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Georgia,18,15,21,13,14,17th,21st,0,0,17,21
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Germany,7,10,5,7,11,4 points 7th,13th,4,0,7,13
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Greece,23,19,19,18,16,20th,17th,0,0,20,17
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Ireland,14,23,10,25,25,18th,3 points 8th,0,3,18,8
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Israel,9,12,14,4,13,2 points 10th,7 points 4th,2,7,10,4
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Italy,16,11,20,12,6,14th,11th,0,0,14,11
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Lithuania,15,8,9,22,7,13th,8 points 3rd,0,8,13,3
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Luxembourg,19,18,6,24,18,16th,18th,0,0,16,18
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Norway,13,17,15,5,20,15th,12th,0,0,15,12
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Portugal,12,13,7,8,9,1 point 11th,22nd,1,0,11,22
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Serbia,25,22,24,17,24,24th,23rd,0,0,24,23
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Slovenia,24,24,23,16,22,23rd,24th,0,0,23,24
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Spain,20,25,18,23,17,22nd,16th,0,0,22,16
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Sweden,4,9,16,3,10,5 points 6th,14th,5,0,6,14
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Switzerland,1,1,1,1,3,12 points 1st,4 points 7th,12,4,1,7
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,Ukraine,5,4,2,11,1,8 points 3rd,10 points 2nd,8,10,3,2
2024,Latvia,https://eurovision.tv/event/malmo-2024/grand-final/results/latvia,United Kingdom,3,14,13,9,12,3 points 9th,20th,3,0,9,20
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Armenia,8,7,16,11,16,11th,12th,0,0,11,12
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Austria,24,24,15,23,19,25th,19th,0,0,25,19
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Croatia,3,5,2,3,7,10 points 2nd,10 points 2nd,10,10,2,2
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Cyprus,22,12,17,15,15,20th,15th,0,0,20,15
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Estonia,16,17,19,18,24,24th,6 points 5th,0,6,24,5
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Finland,12,14,25,24,22,21st,11th,0,0,21,11
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,France,5,8,8,2,2,7 points 4th,7 points 4th,7,7,4,4
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Georgia,17,25,18,22,13,23rd,21st,0,0,23,21
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Germany,21,9,11,7,10,1 point 10th,14th,1,0,10,14
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Greece,20,18,20,12,21,22nd,18th,0,0,22,18
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Ireland,7,6,13,10,4,3 points 8th,5 points 6th,3,5,8,6
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Israel,14,16,1,14,6,4 points 7th,3 points 8th,4,3,7,8
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Italy,11,22,23,9,20,17th,2 points 9th,0,2,17,9
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Latvia,25,21,7,21,11,15th,4 points 7th,0,4,15,7
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Luxembourg,23,10,14,8,12,12th,20th,0,0,12,20
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Norway,15,15,3,17,5,2 points 9th,17th,2,0,9,17
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Portugal,6,3,4,5,3,8 points 3rd,23rd,8,0,3,23
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Serbia,18,23,9,16,14,18th,24th,0,0,18,24
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Slovenia,19,19,10,13,8,14th,22nd,0,0,14,22
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Spain,4,20,24,20,25,13th,13th,0,0,13,13
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Sweden,13,1,12,6,17,5 points 6th,1 point 10th,5,1,6,10
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Switzerland,1,2,6,1,1,12 points 1st,8 points 3rd,12,8,1,3
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,Ukraine,2,4,5,4,9,6 points 5th,12 points 1st,6,12,5,1
2024,Lithuania,https://eurovision.tv/event/malmo-2024/grand-final/results/lithuania,United Kingdom,10,13,21,25,18,19th,16th,0,0,19,16
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Armenia,10,15,21,3,7,2 points 10th,14th,2,0,10,14
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Austria,18,24,14,4,16,19th,20th,0,0,19,20
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Croatia,15,10,1,10,15,6 points 6th,10 points 2nd,6,10,6,2
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Cyprus,5,7,4,16,11,7 points 5th,18th,7,0,5,18
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Estonia,25,18,24,23,10,24th,13th,0,0,24,13
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Finland,6,23,16,5,20,14th,15th,0,0,14,15
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,France,3,3,19,8,14,10 points 3rd,8 points 3rd,10,8,3,3
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Georgia,16,21,5,21,25,20th,24th,0,0,20,24
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Germany,19,9,3,18,6,4 points 8th,1 point 10th,4,1,8,10
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Greece,23,17,22,7,19,21st,5 points 6th,0,5,21,6
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Ireland,24,12,6,25,4,13th,11th,0,0,13,11
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Israel,11,6,9,20,23,18th,12 points 1st,0,12,18,1
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Italy,21,16,7,9,9,17th,3 points 8th,0,3,17,8
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Latvia,4,2,10,24,18,8 points 4th,12th,8,0,4,12
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Lithuania,9,20,13,6,12,16th,4 points 7th,0,4,16,7
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Norway,22,4,8,22,17,15th,22nd,0,0,15,22
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Portugal,14,8,15,14,2,3 points 9th,6 points 5th,3,6,9,5
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Serbia,7,11,18,11,5,12th,16th,0,0,12,16
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Slovenia,20,14,17,17,13,23rd,23rd,0,0,23,23
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Spain,8,19,25,15,24,22nd,17th,0,0,22,17
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Sweden,13,13,2,13,21,1 point 11th,19th,1,0,11,19
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Switzerland,2,1,20,2,1,12 points 1st,2 points 9th,12,2,1,9
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,Ukraine,17,5,12,12,3,5 points 7th,7 points 4th,5,7,7,4
2024,Luxembourg,https://eurovision.tv/event/malmo-2024/grand-final/results/luxembourg,United Kingdom,12,22,23,19,22,25th,21st,0,0,25,21
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Armenia,10,10,19,10,17,14th,15th,0,0,14,15
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Austria,15,14,13,11,10,15th,14th,0,0,15,14
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Croatia,7,6,3,4,3,10 points 2nd,10 points 2nd,10,10,2,2
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Cyprus,17,13,24,20,23,23rd,20th,0,0,23,20
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Estonia,24,20,15,26,24,25th,21st,0,0,25,21
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Finland,14,24,14,24,25,24th,18th,0,0,24,18
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,France,16,3,5,3,5,6 points 5th,7 points 4th,6,7,5,4
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Georgia,8,8,12,7,9,2 points 9th,13th,2,0,9,13
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Germany,4,17,17,18,22,12th,22nd,0,0,12,22
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Greece,21,9,26,21,19,19th,2 points 9th,0,2,19,9
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Ireland,12,2,6,5,2,7 points 4th,4 points 7th,7,4,4,7
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Israel,5,5,16,8,26,3 points 8th,5 points 6th,3,5,8,6
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Italy,2,4,20,2,6,8 points 3rd,8 points 3rd,8,8,3,3
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Latvia,6,26,1,6,14,5 points 6th,11th,5,0,6,11
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Lithuania,19,18,23,15,15,22nd,12th,0,0,22,12
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Luxembourg,3,11,9,12,4,4 points 7th,19th,4,0,7,19
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Norway,13,25,10,22,20,18th,23rd,0,0,18,23
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Portugal,9,7,18,9,16,1 point 11th,24th,1,0,11,24
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Serbia,23,15,11,23,18,20th,3 points 8th,0,3,20,8
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Slovenia,26,23,22,25,21,26th,25th,0,0,26,25
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Spain,25,19,8,16,12,16th,16th,0,0,16,16
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Sweden,20,16,21,13,11,17th,1 point 10th,0,1,17,10
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Switzerland,1,1,2,1,1,12 points 1st,6 points 5th,12,6,1,5
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,Ukraine,18,22,7,17,8,13th,12 points 1st,0,12,13,1
2024,Malta,https://eurovision.tv/event/malmo-2024/grand-final/results/malta,United Kingdom,22,12,25,19,13,21st,17th,0,0,21,17
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Armenia,26,15,6,10,24,15th,1 point 10th,0,1,15,10
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Austria,17,22,25,19,17,24th,19th,0,0,24,19
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Croatia,1,7,24,3,3,8 points 3rd,7 points 4th,8,7,3,4
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Cyprus,23,9,8,18,8,12th,18th,0,0,12,18
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Estonia,16,25,18,25,16,23rd,15th,0,0,23,15
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Finland,13,24,23,26,25,25th,16th,0,0,25,16
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,France,2,6,14,1,11,6 points 5th,6 points 5th,6,6,5,5
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Georgia,18,16,15,20,18,20th,17th,0,0,20,17
2024,Moldova,https://eurovision.tv/event/malmo-2024/grand-final/results/moldova,Germany,11,17,21,11,6,14th,11th,0,0,14,11
